category,subcategory,name,rasa_taste,virya_potency,vipaka_post_digestive,properties,dosha_effect,therapeutic_uses,contraindications,condition_disease,treatment_type,formulation_ingredients,preparation_method,dosage,diet_recommendation,lifestyle_recommendation,season,dosha_involved,symptom,prognosis,principle,source_reference,training_prompt,training_response
herb_substance,herb_properties,Eranda (castor plant - leaves),pungent/bitter/sweet,hot,sweet,"unctuous, heavy",alleviates V,"joint diseases, purgation, V disorders",,,,,,,,,,,,,,Su27,What are the properties and uses of Eranda (castor plant - leaves) according to Charaka Samhita?,"Eranda (castor plant - leaves) has pungent/bitter/sweet taste (rasa), hot potency (virya), and sweet post-digestive effect (vipaka). Properties: unctuous, heavy. Dosha effect: alleviates V. Therapeutic uses: joint diseases, purgation, V disorders. Source: Su27."
herb_substance,herb_properties,Vidarikanda (Indian kudzu),sweet,cold,sweet,"heavy, unctuous, bulk-promoting",alleviates V and P,"rasayana, strength, reproductive health, aphrodisiac",,,,,,,,,,,,,,Su27,What are the properties and uses of Vidarikanda (Indian kudzu) according to Charaka Samhita?,"Vidarikanda (Indian kudzu) has sweet taste (rasa), cold potency (virya), and sweet post-digestive effect (vipaka). Properties: heavy, unctuous, bulk-promoting. Dosha effect: alleviates V and P. Therapeutic uses: rasayana, strength, reproductive health, aphrodisiac. Source: Su27."
herb_substance,herb_properties,"Lotus (padma) - seed, root, stalk",sweet/astringent,cold,sweet,"heavy, cold",alleviates V and P,"internal hemorrhage, wasting, cardiac health",,,,,,,,,,,,,,Su27,"What are the properties and uses of Lotus (padma) - seed, root, stalk according to Charaka Samhita?","Lotus (padma) - seed, root, stalk has sweet/astringent taste (rasa), cold potency (virya), and sweet post-digestive effect (vipaka). Properties: heavy, cold. Dosha effect: alleviates V and P. Therapeutic uses: internal hemorrhage, wasting, cardiac health. Source: Su27."
dosha_theory,dosha_properties,Vata,"sweet, sour, salty",,,"non-unctuous, cold, light, subtle, mobile, non-slimy, rough","Aggravated by: bitter, pungent, astringent","all movements in body, respiration, sensory perception, mental functions, excretion","Aggravating tastes: bitter, pungent, astringent; Aggravating causes: dry, cold, light, rough food; fasting, overexertion, suppression of natural urges, grief, fear, trauma","40 vata disorders: pain, tremors, paralysis, dryness, constipation, insomnia, fear, anxiety, cramps, stiffness","unction (oil massage), fomentation, sweet-sour-salty diet, enema (basti), warm foods, rest, milk, ghee, sesame oil",,,,"Pacifying tastes: sweet, sour, salty","unction (oil massage), fomentation, sweet-sour-salty diet, enema (basti), warm foods, rest, milk, ghee, sesame oil",Accumulates: summer; Aggravates: rainy season; Pacifies: autumn,Vata,"40 vata disorders: pain, tremors, paralysis, dryness, constipation, insomnia, fear, anxiety, cramps, stiffness",,The dosha Vata when balanced promotes health; when imbalanced causes disease,"Su1#59, Su17, Vi6","What is Vata dosha according to Charaka Samhita? What are its qualities, functions and how to balance it?","Vata has qualities: non-unctuous, cold, light, subtle, mobile, non-slimy, rough. It is seated in: colon, pelvic region, bones, skin, ears, thighs. Normal functions: all movements in body, respiration, sensory perception, mental functions, excretion. When vitiated causes: 40 vata disorders: pain, tremors, paralysis, dryness, constipation, insomnia, fear, anxiety, cramps, stiffness. Causes of vitiation: dry, cold, light, rough food; fasting, overexertion, suppression of natural urges, grief, fear, trauma. Treatment: unction (oil massage), fomentation, sweet-sour-salty diet, enema (basti), warm foods, rest, milk, ghee, sesame oil. Pacifying tastes: sweet, sour, salty. Aggravating tastes: bitter, pungent, astringent. Seasonal variations: accumulates in summer, aggravates in rainy season, pacifies in autumn. Source: Su1#59, Su17, Vi6."
dosha_theory,dosha_properties,Pitta,"sweet, bitter, astringent",,,"slightly unctuous, hot, sharp, liquid, sour, mobile, pungent","Aggravated by: sour, pungent, salty","digestion, metabolism, vision, body temperature, hunger, thirst, intellect, complexion","Aggravating tastes: sour, pungent, salty; Aggravating causes: hot, sour, pungent, oily food; alcohol, anger, exposure to heat, midday sun, summer","40 pitta disorders: burning sensation, hyperacidity, fever, inflammation, skin diseases, bleeding disorders, anger","ghee intake, purgation, sweet-bitter-astringent cold diet, cooling therapies, sandal paste, moonlight, cool environment",,,,"Pacifying tastes: sweet, bitter, astringent","ghee intake, purgation, sweet-bitter-astringent cold diet, cooling therapies, sandal paste, moonlight, cool environment",Accumulates: rainy season; Aggravates: autumn; Pacifies: early winter,Pitta,"40 pitta disorders: burning sensation, hyperacidity, fever, inflammation, skin diseases, bleeding disorders, anger",,The dosha Pitta when balanced promotes health; when imbalanced causes disease,"Su1#60, Su17, Vi6","What is Pitta dosha according to Charaka Samhita? What are its qualities, functions and how to balance it?","Pitta has qualities: slightly unctuous, hot, sharp, liquid, sour, mobile, pungent. It is seated in: small intestine, stomach, sweat, blood, eyes, skin. Normal functions: digestion, metabolism, vision, body temperature, hunger, thirst, intellect, complexion. When vitiated causes: 40 pitta disorders: burning sensation, hyperacidity, fever, inflammation, skin diseases, bleeding disorders, anger. Causes of vitiation: hot, sour, pungent, oily food; alcohol, anger, exposure to heat, midday sun, summer. Treatment: ghee intake, purgation, sweet-bitter-astringent cold diet, cooling therapies, sandal paste, moonlight, cool environment. Pacifying tastes: sweet, bitter, astringent. Aggravating tastes: sour, pungent, salty. Seasonal variations: accumulates in rainy season, aggravates in autumn, pacifies in early winter. Source: Su1#60, Su17, Vi6."
dosha_theory,dosha_properties,Kapha,"pungent, bitter, astringent",,,"heavy, cold, soft, unctuous, sweet, immobile, slimy","Aggravated by: sweet, sour, salty","strength, immunity, lubrication of joints, stability, bulk of tissues, ojas","Aggravating tastes: sweet, sour, salty; Aggravating causes: heavy, cold, sweet, oily food; excessive sleep, sedentary lifestyle, daytime sleep, morning sleep","20 kapha disorders: obesity, diabetes, lethargy, excessive sleep, edema, white/pale coloration, congestion","sharp-hot evacuatives, pungent-bitter-astringent dry food, exercise, fasting, smoking (dhumapana), vigils, old wine",,,,"Pacifying tastes: pungent, bitter, astringent","sharp-hot evacuatives, pungent-bitter-astringent dry food, exercise, fasting, smoking (dhumapana), vigils, old wine",Accumulates: early winter; Aggravates: spring; Pacifies: summer,Kapha,"20 kapha disorders: obesity, diabetes, lethargy, excessive sleep, edema, white/pale coloration, congestion",,The dosha Kapha when balanced promotes health; when imbalanced causes disease,"Su1#60, Su17, Vi6","What is Kapha dosha according to Charaka Samhita? What are its qualities, functions and how to balance it?","Kapha has qualities: heavy, cold, soft, unctuous, sweet, immobile, slimy. It is seated in: chest, throat, head, joints, stomach, lymph. Normal functions: strength, immunity, lubrication of joints, stability, bulk of tissues, ojas. When vitiated causes: 20 kapha disorders: obesity, diabetes, lethargy, excessive sleep, edema, white/pale coloration, congestion. Causes of vitiation: heavy, cold, sweet, oily food; excessive sleep, sedentary lifestyle, daytime sleep, morning sleep. Treatment: sharp-hot evacuatives, pungent-bitter-astringent dry food, exercise, fasting, smoking (dhumapana), vigils, old wine. Pacifying tastes: pungent, bitter, astringent. Aggravating tastes: sweet, sour, salty. Seasonal variations: accumulates in early winter, aggravates in spring, pacifies in summer. Source: Su1#60, Su17, Vi6."
disease_treatment,classical_disease,Jwara (Fever),,,,,,"fasting initially, light diet of old rice gruel, bitter herbs, cooling therapy for Pitta fever; warm therapy for Vata fever",,Jwara (Fever),"fasting initially, light diet of old rice gruel, bitter herbs, cooling therapy for Pitta fever; warm therapy for Vata fever","guduchi, nimba, kiratatikta, dasamula, pippali, ginger",,,"light gruel (peya), rice water, pomegranate juice; avoid heavy, oily, indigestible food","rest, adequate sleep, avoid exertion, avoid sunlight exposure in Pitta fever",,All doshas; primarily Pitta,"high body temperature, fatigue, thirst, anorexia, heaviness, body ache, headache",,Treat Jwara (Fever) by addressing its dosha imbalance: All doshas; primarily Pitta,"Ci1, Ni2",What is the Ayurvedic approach to Jwara (Fever) according to Charaka Samhita?,"Jwara (Fever) involves All doshas; primarily Pitta dosha. Causes: excessive physical exertion, mental stress, improper diet, seasonal changes, infection. Symptoms: high body temperature, fatigue, thirst, anorexia, heaviness, body ache, headache. Treatment: fasting initially, light diet of old rice gruel, bitter herbs, cooling therapy for Pitta fever; warm therapy for Vata fever. Key herbs: guduchi, nimba, kiratatikta, dasamula, pippali, ginger. Diet: light gruel (peya), rice water, pomegranate juice; avoid heavy, oily, indigestible food. Lifestyle: rest, adequate sleep, avoid exertion, avoid sunlight exposure in Pitta fever. Source: Ci1, Ni2."
disease_treatment,classical_disease,Atisara (Diarrhea),,,,,,digestive potion with trikatu in ama type; enema with V-alleviating drugs for Vata type; astringent-sweet-bitter drugs for Pitta type; pungent-bitter-astringent for Kapha type,,Atisara (Diarrhea),digestive potion with trikatu in ama type; enema with V-alleviating drugs for Vata type; astringent-sweet-bitter drugs for Pitta type; pungent-bitter-astringent for Kapha type,"bilva, musta, ativisa, kutaja, pomegranate, dhanyaka, sunthi",,,"light gruel, rice with pomegranate soup, buttermilk, astringent foods; avoid raw vegetables, spicy, oily food","rest, avoid cold exposure",,All doshas; treatment varies by type,"loose stools (6 types: Vataja, Pittaja, Kaphaja, Sannipataja, Bhayaja, Shokaja), tenesmus, colic, mucus/blood in stools",,Treat Atisara (Diarrhea) by addressing its dosha imbalance: All doshas; treatment varies by type,"Si8, Ci19",What is the Ayurvedic approach to Atisara (Diarrhea) according to Charaka Samhita?,"Atisara (Diarrhea) involves All doshas; treatment varies by type dosha. Causes: contaminated food and water, ama, indigestion, Pitta vitiation, worms, emotional disturbance. Symptoms: loose stools (6 types: Vataja, Pittaja, Kaphaja, Sannipataja, Bhayaja, Shokaja), tenesmus, colic, mucus/blood in stools. Treatment: digestive potion with trikatu in ama type; enema with V-alleviating drugs for Vata type; astringent-sweet-bitter drugs for Pitta type; pungent-bitter-astringent for Kapha type. Key herbs: bilva, musta, ativisa, kutaja, pomegranate, dhanyaka, sunthi. Diet: light gruel, rice with pomegranate soup, buttermilk, astringent foods; avoid raw vegetables, spicy, oily food. Lifestyle: rest, avoid cold exposure. Source: Si8, Ci19."
disease_treatment,classical_disease,Grahani (Malabsorption/IBS),,,,,,"kindling of Agni, digestives, buttermilk therapy, light-nourishing diet",,Grahani (Malabsorption/IBS),"kindling of Agni, digestives, buttermilk therapy, light-nourishing diet","chitrakadi, panchakola, bilva, musta, kutaja, amalaki, buttermilk",,,"buttermilk, pomegranate, light rice preparations, old rice, easily digestible foods","regular meal times, avoid suppression of digestive urges, avoid heavy and cold foods",,Vata and Agni primarily,"alternating constipation and diarrhea, foul-smelling stools, undigested food in stools, anorexia, weakness",,Treat Grahani (Malabsorption/IBS) by addressing its dosha imbalance: Vata and Agni primarily,Ci15,What is the Ayurvedic approach to Grahani (Malabsorption/IBS) according to Charaka Samhita?,"Grahani (Malabsorption/IBS) involves Vata and Agni primarily dosha. Causes: weakened Agni, improper diet, suppression of urges, diarrhea not properly treated. Symptoms: alternating constipation and diarrhea, foul-smelling stools, undigested food in stools, anorexia, weakness. Treatment: kindling of Agni, digestives, buttermilk therapy, light-nourishing diet. Key herbs: chitrakadi, panchakola, bilva, musta, kutaja, amalaki, buttermilk. Diet: buttermilk, pomegranate, light rice preparations, old rice, easily digestible foods. Lifestyle: regular meal times, avoid suppression of digestive urges, avoid heavy and cold foods. Source: Ci15."
disease_treatment,classical_disease,Prameha (Diabetes/Urinary disorders),,,,,,Kapha type: reducing (langana) therapy; Pitta type: cooling purgatives; Vata type: nourishing therapy with rasayana,,Prameha (Diabetes/Urinary disorders),Kapha type: reducing (langana) therapy; Pitta type: cooling purgatives; Vata type: nourishing therapy with rasayana,"guduchi, amalaki, haritaki, bibhitaki, nimba, silajit, shilajatu, vidanga, musta",,,"old barley, old rice, bitter vegetables, horse gram; strictly avoid sweets, new grains, curd","vigorous exercise, no daytime sleep, active lifestyle",,"Kapha primarily, then Pitta, Vata (20 types)","turbid urine (various types - 20 types described), polyuria, sweet urine, weakness, thirst, numbness",,"Treat Prameha (Diabetes/Urinary disorders) by addressing its dosha imbalance: Kapha primarily, then Pitta, Vata (20 types)",Ci6,What is the Ayurvedic approach to Prameha (Diabetes/Urinary disorders) according to Charaka Samhita?,"Prameha (Diabetes/Urinary disorders) involves Kapha primarily, then Pitta, Vata (20 types) dosha. Causes: excessive sweet, sour, salty, heavy, oily food; sedentary lifestyle; daytime sleep; excess of new grains. Symptoms: turbid urine (various types - 20 types described), polyuria, sweet urine, weakness, thirst, numbness. Treatment: Kapha type: reducing (langana) therapy; Pitta type: cooling purgatives; Vata type: nourishing therapy with rasayana. Key herbs: guduchi, amalaki, haritaki, bibhitaki, nimba, silajit, shilajatu, vidanga, musta. Diet: old barley, old rice, bitter vegetables, horse gram; strictly avoid sweets, new grains, curd. Lifestyle: vigorous exercise, no daytime sleep, active lifestyle. Source: Ci6."
